schedule_id,flight_date,origin_airport,dest_airport,dept_time,arr_time,flight_id ,delay_time,flight_status_id 
SC000576072,10/9/2018,SLC,ORD,1326,1818,1072,39,3
SC000576093,10/31/2018,SLC,ORD,1311,1712,1072,-27,1
SC000576114,10/21/2018,ORD,STL,2026,2135,1073,-5,1
SC000576135,10/11/2018,MIA,BOS,2129,30,1074,-19,1
SC000576156,10/4/2018,IAH,MIA,1821,2211,1075,17,3
SC000576177,10/25/2018,IAH,MIA,1815,2143,1075,-11,1
SC000576198,10/15/2018,DFW,BNA,1832,2007,1076,-12,1
SC000576219,10/5/2018,MCO,PHL,1053,1317,1078,-5,1
SC000576240,10/26/2018,MCO,PHL,1056,1314,1078,-8,1
SC000576261,10/17/2018,PHL,MCO,656,945,1078,8,3
SC000576282,10/8/2018,DFW,SEA,906,1207,1079,42,3
SC000576303,10/29/2018,DFW,SEA,950,1215,1079,50,3
SC000576324,10/19/2018,SEA,DFW,1233,1842,1079,2,3
SC000576345,10/12/2018,DFW,ORD,1239,1501,1080,-4,1
SC000576366,10/5/2018,DCA,LAS,820,1041,1081,-5,1
SC000576387,10/26/2018,DCA,LAS,837,1033,1081,-13,1
SC000576408,10/16/2018,PDX,PHX,1525,1801,1083,-5,1
SC000576429,10/6/2018,LAS,MIA,2304,703,1084,13,3
SC000576450,10/27/2018,LAS,MIA,2307,630,1084,-20,1
SC000576471,10/17/2018,DFW,LAX,1025,1137,1085,-11,1
SC000576492,10/7/2018,DFW,ONT,1224,1327,1086,-3,1
SC000576513,10/28/2018,DFW,ONT,1227,1326,1086,-4,1
SC000576534,10/18/2018,ONT,DFW,1427,1909,1086,-10,1
SC000576555,10/9/2018,RDU,MIA,715,926,1088,-4,1
SC000576576,10/30/2018,RDU,MIA,714,908,1088,-22,1
SC000576597,10/20/2018,TUL,DFW,643,757,1090,-7,1
SC000576618,10/10/2018,SJU,MIA,933,1216,1091,-17,1
SC000576639,10/31/2018,SJU,MIA,939,1241,1091,8,3
SC000576660,10/21/2018,DFW,TUL,1230,1332,1092,-3,1
SC000576681,10/11/2018,TUL,DFW,1448,1604,1092,25,3
SC000576702,10/1/2018,BOS,DFW,1412,1710,1094,-19,1
SC000576723,10/22/2018,BOS,DFW,1412,1728,1094,-6,1
SC000576744,10/9/2018,DFW,RIC,704,1054,1096,9,3
SC000576765,10/2/2018,RIC,DFW,1150,1346,1096,2,3
SC000576786,10/23/2018,RIC,DFW,1129,1323,1096,-27,1
SC000576807,10/13/2018,DFW,TUS,1518,1549,1097,75,3
SC000576828,10/3/2018,TUS,DFW,1524,1947,1097,7,3
SC000576849,10/24/2018,TUS,DFW,1517,1919,1097,-20,1
SC000576870,10/17/2018,MCI,DFW,602,755,1098,0,2
SC000576891,10/11/2018,BOS,MIA,1329,1711,1099,58,3
SC000576912,10/7/2018,MIA,BOS,831,1141,1099,-8,1
SC000576933,10/5/2018,MCO,ORD,1912,2137,1100,12,3
SC000576954,10/26/2018,MCO,ORD,1914,2106,1100,-19,1
SC000576975,10/20/2018,ORD,TPA,1148,1526,1101,1,3
SC000576996,10/14/2018,TPA,ORD,1629,1807,1101,-8,1
SC000577017,10/8/2018,MSY,DFW,638,811,1102,8,3
SC000577038,10/29/2018,MSY,DFW,922,1105,1102,182,3
SC000577059,10/10/2018,SNA,DFW,1205,1659,1104,-11,1
SC000577080,10/31/2018,SNA,DFW,1307,1828,1104,78,3
SC000577101,10/21/2018,DFW,LGA,1439,1919,1105,19,3
SC000577122,10/11/2018,DFW,ORD,757,1003,1106,-18,1
SC000577143,10/1/2018,PHX,PDX,2022,2258,1107,-17,1
SC000577164,10/23/2018,PHX,PDX,2020,2310,1107,-4,1
SC000577185,10/14/2018,DTW,DFW,,,1108,,4
SC000577206,10/4/2018,BOS,ORD,1834,2101,1109,21,3
SC000577227,10/29/2018,BOS,ORD,1825,2019,1109,-21,1
SC000577248,10/11/2018,ORD,MSP,2211,2350,1112,6,3
SC000577269,10/5/2018,DFW,SJC,918,1108,1113,0,2
SC000577290,10/26/2018,DFW,SJC,1048,1227,1113,79,3
SC000577311,10/16/2018,SJC,DFW,1156,1737,1113,3,3
SC000577332,10/6/2018,PHL,MIA,1327,1609,1114,4,3
SC000577353,10/27/2018,PHL,MIA,1308,1623,1114,18,3
SC000577374,10/17/2018,DFW,LAX,636,748,1115,17,3
SC000577395,10/7/2018,LAX,DFW,1824,2324,1116,-2,1
SC000577416,10/28/2018,LAX,DFW,1824,2322,1116,-4,1
SC000577437,10/18/2018,MIA,TPA,648,744,1118,-9,1
SC000577458,10/8/2018,TPA,MIA,925,1021,1118,41,3
SC000577479,10/29/2018,TPA,MIA,828,931,1118,-9,1
SC000577500,10/15/2018,CAE,DFW,719,926,1120,11,3
SC000577521,10/5/2018,ORD,MCO,851,1249,1121,19,3
SC000577542,10/26/2018,ORD,MCO,844,1220,1121,-10,1
SC000577563,10/18/2018,RDU,DFW,1901,2112,1129,2,3
SC000577584,10/11/2018,LAS,DFW,558,1029,1131,-16,1
SC000577605,10/1/2018,DFW,RIC,2016,2355,1133,-10,1
SC000577626,10/22/2018,DFW,RIC,2024,2353,1133,-10,1
SC000577647,10/17/2018,BOS,PHL,617,756,1134,-8,1
SC000577668,10/12/2018,PHL,BOS,922,1053,1134,2,3
SC000577689,10/5/2018,DFW,SNA,1434,1549,1138,6,3
SC000577710,10/26/2018,DFW,SNA,1434,1536,1138,-7,1
SC000577731,10/12/2018,PHX,SNA,955,1109,1139,-9,1
SC000577752,10/2/2018,BOS,JFK,1154,1258,1140,-32,1
SC000577773,10/23/2018,BOS,JFK,1154,1325,1140,-5,1
SC000577794,10/13/2018,JFK,BOS,939,1042,1140,-11,1
SC000577815,10/3/2018,SNA,PHX,1252,1432,1141,12,3
SC000577836,10/24/2018,SNA,PHX,1256,1410,1141,-10,1
SC000577857,10/14/2018,MIA,JFK,2005,2301,1142,23,3
SC000577878,10/8/2018,IND,CLT,615,752,1146,-13,1
SC000577899,10/29/2018,IND,CLT,610,735,1146,-30,1
SC000577920,10/19/2018,PHX,MIA,1334,2042,1147,-20,1
SC000577941,10/10/2018,BOS,DFW,1748,2104,1148,-6,1
SC000577962,10/4/2018,ELP,DFW,635,926,1149,-2,1
SC000577983,10/25/2018,ELP,DFW,634,922,1149,-6,1
SC000578004,10/22/2018,EWR,DFW,454,738,1150,-14,1
SC000578025,10/20/2018,ATL,MIA,551,741,1151,-8,1
SC000578046,10/14/2018,CLT,IAH,1719,1857,1152,18,3
SC000578067,10/4/2018,PHX,DFW,517,931,1153,-12,1
SC000578088,10/25/2018,PHX,DFW,514,953,1153,10,3
SC000578109,10/15/2018,DFW,RDU,2036,6,1155,9,3
SC000578130,10/4/2018,ORD,SJC,1726,2001,1156,0,2
SC000578151,10/5/2018,PHX,MSP,1848,2338,1157,-16,1
SC000578172,10/26/2018,PHX,MSP,1846,2356,1157,2,3
SC000578193,10/17/2018,MIA,ORD,1649,1903,1159,-16,1
SC000578214,10/8/2018,DEN,ORD,1415,1808,1160,23,3
SC000578235,10/1/2018,ORD,DEN,1146,1328,1160,6,3
SC000578256,10/22/2018,ORD,DEN,1145,1306,1160,-19,1
SC000578277,10/12/2018,BOS,LAX,1224,1539,1161,-4,1
SC000578298,10/2/2018,TUS,ORD,1207,1731,1162,-13,1
SC000578319,10/23/2018,TUS,ORD,1559,2118,1162,-7,1
SC000578340,10/14/2018,ORD,LAX,900,1114,1163,-29,1
SC000578361,10/4/2018,DFW,LGA,1249,1708,1164,5,3
SC000578382,10/25/2018,DFW,LGA,1238,1653,1164,-10,1
SC000578403,10/15/2018,LGA,DFW,1801,2115,1164,17,3
SC000578424,10/1/2018,BNA,DFW,940,1137,1166,-11,1
SC000578445,10/22/2018,BNA,DFW,936,1134,1166,-14,1
SC000578466,10/13/2018,DFW,BNA,724,911,1166,15,3
SC000578487,10/6/2018,DCA,ORD,1003,1210,1167,81,3
SC000578508,10/27/2018,DCA,ORD,953,1053,1167,4,3
SC000578529,10/17/2018,ORD,SAN,1337,1558,1168,9,3
SC000578550,10/7/2018,MIA,BOS,1729,2050,1170,237,3
SC000578571,10/5/2018,MIA,LGA,2029,2321,1171,30,3
SC000578592,10/26/2018,MIA,LGA,2008,2259,1171,8,3
SC000578613,10/16/2018,ORD,BOS,1826,2154,1172,5,3
SC000578634,10/7/2018,ORD,PIT,1830,2110,1173,14,3
SC000578655,10/28/2018,ORD,PIT,1843,2131,1173,35,3
SC000578676,10/18/2018,DCA,MIA,,,1174,,4
SC000578697,10/8/2018,DFW,SFO,1906,2110,1175,150,3
SC000578718,10/29/2018,DFW,SFO,1651,1833,1175,-7,1
SC000578739,10/22/2018,AUS,DFW,1542,1643,1176,363,3
SC000578760,10/16/2018,CLT,IND,2309,43,1177,44,3
SC000578781,10/6/2018,DCA,MIA,555,822,1178,-13,1
SC000578802,10/27/2018,DCA,MIA,557,843,1178,8,3
SC000578823,10/29/2018,SEA,LAS,1843,2057,604,-22,1
SC000578844,10/29/2018,SEA,SNA,1540,1809,630,-23,1
SC000578865,10/29/2018,DEN,SEA,1358,1604,657,0,2
SC000578886,10/29/2018,PDX,SEA,1939,2044,696,51,3
SC000578907,10/29/2018,ANC,SEA,506,931,730,-8,1
SC000578928,10/29/2018,SAN,EWR,641,1511,772,4,3
SC000578949,10/29/2018,OGG,SAN,1148,2014,806,1,3
SC000578970,10/29/2018,PDX,HNL,722,1012,833,-13,1
SC000578991,10/29/2018,OGG,SEA,2156,631,878,-22,1
SC000579012,10/29/2018,GEG,SEA,1405,1507,989,2,3
SC000579033,10/29/2018,SEA,SFO,723,929,1072,-9,1
SC000579054,10/29/2018,SFO,BWI,916,1706,1126,-27,1
SC000579075,10/29/2018,EWR,LAX,1530,1836,1167,-20,1
SC000579096,10/29/2018,AUS,SFO,1740,1926,1221,3,3
SC000579117,10/29/2018,LAX,FLL,708,1531,1334,16,3
SC000579138,10/29/2018,LAX,JFK,1547,2343,1416,-23,1
SC000579159,10/29/2018,DAL,SFO,1346,1530,1715,-20,1
SC000579180,10/29/2018,LAS,SFO,1518,1650,1901,-22,1
SC000579201,10/29/2018,LAX,SFO,834,1007,1935,2,3
SC000579222,10/30/2018,RDM,SEA,1550,1712,5,27,3
SC000579243,10/30/2018,SEA,MSP,1812,2316,28,-15,1
SC000579264,10/30/2018,SCC,BRW,1658,1743,50,-28,1
SC000579285,10/30/2018,KTN,SEA,1306,1547,62,-9,1
SC000579306,10/30/2018,ANC,JNU,2016,2150,70,-10,1
SC000579327,10/30/2018,ANC,SEA,37,428,108,-32,1
SC000579348,10/30/2018,LAS,SEA,838,1143,141,22,3
SC000579369,10/30/2018,ANC,JNU,2205,2344,180,-10,1
SC000579390,10/30/2018,FAI,ANC,2128,2225,308,-31,1
SC000579411,10/30/2018,SEA,OAK,534,712,352,-33,1
SC000579432,10/30/2018,SJC,SEA,1051,1326,399,11,3
SC000579453,10/30/2018,SJC,SEA,1636,1856,435,6,3
SC000579474,10/30/2018,SEA,MCI,937,1504,478,-6,1
SC000579495,10/30/2018,SEA,SNA,1709,1927,528,-30,1
SC000579516,10/30/2018,PSP,SEA,1736,2036,575,4,3
SC000579537,10/30/2018,PHX,SEA,941,1247,615,-7,1
SC000579558,10/30/2018,SEA,DFW,1230,1818,642,-27,1
SC000579579,10/30/2018,DEN,SEA,1829,2052,677,18,3
SC000579600,10/30/2018,SEA,STL,1755,2327,712,-30,1
SC000579621,10/30/2018,RDU,SEA,1643,1953,753,7,3
SC000579642,10/30/2018,SAN,BOS,744,1554,798,-34,1
SC000579663,10/30/2018,SAN,OGG,1003,1228,829,-36,1
SC000579684,10/30/2018,LIH,OAK,1447,2309,868,9,3
SC000579705,10/30/2018,SEA,IAD,816,1618,956,-14,1
SC000579726,10/30/2018,IAD,SFO,928,1218,1071,-8,1
SC000579747,10/30/2018,SFO,SEA,1955,2213,1109,3,3
SC000579768,10/30/2018,SEA,LAX,1002,1247,1158,10,3
SC000579789,10/30/2018,SFO,ORD,1658,2303,1214,-16,1
SC000579810,10/30/2018,SFO,PDX,810,1002,1323,4,3
SC000579831,10/30/2018,JFK,LAX,1253,1601,1411,-10,1
SC000579852,10/30/2018,DAL,SFO,1237,1421,1711,-9,1
SC000579873,10/30/2018,LAS,SFO,1342,1517,1905,-21,1
SC000579894,10/30/2018,LAX,SFO,1816,1944,1943,-21,1
SC000579915,10/31/2018,SEA,RDM,1327,1432,6,-6,1
SC000579936,10/31/2018,SEA,PHL,729,1534,32,-14,1
SC000579957,10/31/2018,PDX,EWR,625,1441,54,0,2
SC000579978,10/31/2018,ANC,JNU,1113,1246,64,-16,1
SC000579999,10/31/2018,JNU,SEA,1405,1703,78,-35,1
SC000580020,10/31/2018,SEA,GEG,1738,1847,118,-3,1
SC000580041,10/31/2018,SFO,KOA,1236,1428,149,-32,1
SC000580062,10/31/2018,ANC,FAI,1433,1546,179,64,3
SC000580083,10/31/2018,SEA,SNA,556,1029,288,,4
SC000580104,10/31/2018,DEN,SEA,552,801,369,-4,1
SC000580125,10/31/2018,PDX,SEA,557,708,423,9,3
SC000580146,10/31/2018,SAN,SEA,937,1241,481,1,3
SC000580167,10/31/2018,ONT,SEA,1013,1306,537,0,2
SC000580188,10/31/2018,LAX,ANC,2347,437,601,2,3
SC000580209,10/31/2018,PHX,SEA,1557,1920,633,12,3
SC000580230,10/31/2018,PHX,PDX,1239,1551,659,24,3
SC000580251,10/31/2018,HNL,SFO,2228,648,710,3,3
SC000580272,10/31/2018,OAK,SEA,1242,1456,756,1,3
SC000580293,10/31/2018,SMF,SEA,1924,2113,800,-7,1
SC000580314,10/31/2018,SAN,OGG,1003,1220,829,-44,1
SC000580335,10/31/2018,SJC,LIH,850,1114,867,-33,1
SC000580356,10/31/2018,PSP,SEA,1340,1635,977,9,3
SC000580377,10/31/2018,SEA,SFO,723,917,1072,-21,1
SC000580398,10/31/2018,SFO,PHL,2232,658,1138,-6,1
SC000580419,10/31/2018,SFO,EWR,1436,2251,1178,-18,1
SC000580440,10/31/2018,SFO,MCO,724,1536,1300,-11,1
SC000580461,10/31/2018,LAX,JFK,1055,1848,1406,-23,1
SC000580482,10/31/2018,LAS,SEA,1104,1348,1629,1,3
SC000580503,10/31/2018,SFO,LAS,809,944,1902,-9,1
SC000580524,10/31/2018,LAX,SFO,1815,2300,1943,,4
SC000580545,10/11/2018,ORD,SFO,849,1212,1201,86,3
SC000580566,10/11/2018,SEA,LAS,1454,1708,1320,-46,1
SC000580587,10/11/2018,JFK,LAX,857,1225,1407,15,3
SC000580608,10/11/2018,SFO,PSP,2049,2218,1598,-8,1
SC000580629,10/11/2018,SFO,LAX,600,736,1890,-4,1
SC000580650,10/11/2018,SFO,LAX,1556,1729,1932,-11,1
SC000580671,10/12/2018,DCA,SEA,754,1101,1,1,3
SC000580692,10/12/2018,ORD,SEA,752,1027,23,-11,1
SC000580713,10/12/2018,BET,ANC,2058,2210,46,6,3
SC000580734,10/12/2018,YAK,CDV,1146,1233,61,-12,1
SC000580755,10/12/2018,SEA,KTN,1543,1651,67,-6,1
SC000580776,10/12/2018,SEA,ANC,2049,2341,99,1,3
SC000580797,10/12/2018,PDX,ANC,1011,1315,131,-1,1
SC000580818,10/12/2018,KOA,SFO,1606,16,162,18,3
SC000580839,10/12/2018,SEA,PIT,800,1543,198,-10,1
SC000580860,10/12/2018,SJC,SEA,624,841,321,-2,1
SC000580881,10/12/2018,SEA,GEG,1553,1659,366,23,3
SC000580902,10/12/2018,PDX,SJC,1028,1211,408,-10,1
SC000580923,10/12/2018,JFK,PDX,917,1229,449,-27,1
SC000580944,10/12/2018,SNA,SEA,1917,2215,505,-2,1
SC000580965,10/12/2018,LAX,PDX,1858,2128,543,-10,1
SC000580986,10/12/2018,BUR,SEA,1846,2124,589,-17,1
SC000581007,10/12/2018,PDX,LAS,1958,2224,624,10,3
SC000581028,10/12/2018,PDX,DFW,802,1338,652,-7,1
SC000581049,10/12/2018,SEA,GEG,732,826,690,-27,1
SC000581070,10/12/2018,SEA,BNA,641,1243,724,-37,1
SC000581091,10/12/2018,SAN,MCO,936,1710,760,-23,1
SC000581112,10/12/2018,SEA,ABQ,1725,2115,794,-10,1
SC000581133,10/12/2018,ANC,HNL,1605,2014,828,-5,1
SC000581154,10/12/2018,PDX,OGG,1818,2059,863,-16,1
SC000581175,10/12/2018,PDX,SFO,625,810,948,-10,1
SC000581196,10/12/2018,SFO,SEA,1428,1636,1035,-1,1
SC000581217,10/12/2018,IAD,LAX,1603,1853,1097,5,3
SC000581238,10/12/2018,SEA,AUS,1734,2352,1146,4,3
SC000581259,10/12/2018,PDX,SAN,1702,1926,1184,-4,1
SC000581280,10/12/2018,PDX,SFO,904,1038,1266,3,3
SC000581301,10/12/2018,SFO,PDX,2018,2203,1389,-8,1
SC000581322,10/12/2018,LAS,LAX,,,1491,,4
SC000581343,10/12/2018,LAX,DAL,1127,1634,1874,3,3
SC000581364,10/12/2018,LAX,SFO,1423,1537,1923,-28,1
SC000581385,10/12/2018,SAN,SFO,1121,1240,1957,-30,1
SC000581406,10/13/2018,BOS,SEA,1902,2210,15,-16,1
SC000581427,10/13/2018,SEA,FLL,841,1741,38,11,3
SC000581448,10/13/2018,KTN,SEA,903,1154,60,-21,1
SC000581469,10/13/2018,CDV,YAK,1654,1738,66,-5,1
SC000581490,10/13/2018,SEA,ANC,,,99,,4
SC000581511,10/13/2018,SEA,FAI,2131,21,133,6,3
SC000581532,10/13/2018,ANC,ADK,1430,1652,164,12,3
SC000581553,10/13/2018,SEA,SNA,557,843,214,-11,1
SC000581574,10/13/2018,SEA,SJC,1645,1848,326,-25,1
SC000581595,10/13/2018,OAK,SEA,1853,2047,371,-27,1
SC000581616,10/13/2018,SMF,SEA,1302,1459,429,9,3
SC000581637,10/13/2018,LAX,SEA,1004,1302,477,7,3
SC000581658,10/13/2018,LAX,SEA,800,1106,531,6,3
SC000581679,10/13/2018,LAX,ANC,2358,457,601,22,3
SC000581700,10/13/2018,PDX,ORD,1753,25,634,26,3
SC000581721,10/13/2018,DFW,SEA,2009,2229,667,16,3
SC000581742,10/13/2018,PDX,SLC,1531,1816,714,-2,1
SC000581763,10/13/2018,OAK,SEA,1247,1439,756,-16,1
SC000581784,10/13/2018,SEA,ABQ,1726,2108,794,-17,1
SC000581805,10/13/2018,SAN,OGG,1007,1251,829,-13,1
SC000581826,10/13/2018,LIH,OAK,1444,2244,868,-16,1
SC000581847,10/13/2018,PSP,SEA,1328,1623,977,-3,1
SC000581868,10/13/2018,SEA,SFO,724,952,1072,14,3
SC000581889,10/13/2018,SFO,SEA,1956,2209,1109,-1,1
SC000581910,10/13/2018,EWR,LAX,,,1161,,4
SC000581931,10/13/2018,SEA,SAN,1204,1455,1224,9,3
SC000581952,10/13/2018,BOS,SFO,1019,1405,1351,197,3
SC000581973,10/13/2018,LAX,LAS,1515,1621,1488,-7,1
SC000581994,10/13/2018,LAX,DAL,1114,1640,1874,9,3
SC000582015,10/13/2018,SFO,LAX,1555,1710,1932,-30,1
SC000582036,10/14/2018,SEA,DCA,800,1601,4,-14,1
SC000582057,10/14/2018,SEA,ORD,1728,2332,26,-3,1
SC000582078,10/14/2018,ANC,ADQ,1517,1614,49,4,3
SC000582099,10/14/2018,ANC,JNU,733,902,62,-15,1
SC000582120,10/14/2018,KTN,JNU,2047,2155,69,-1,1
SC000582141,10/14/2018,ANC,SEA,801,1218,112,-12,1
SC000582162,10/14/2018,PDX,ANC,2125,10,143,-16,1
SC000582183,10/14/2018,SEA,PDX,1943,2053,178,64,3
SC000582204,10/14/2018,SEA,LAX,457,725,286,-30,1
SC000582225,10/14/2018,MCO,SAN,1556,1750,339,-13,1
SC000582246,10/14/2018,SEA,PDX,947,1058,393,-1,1
SC000582267,10/14/2018,SEA,LAX,1413,1648,432,-7,1
SC000582288,10/14/2018,SEA,SAN,1344,1621,472,-14,1
SC000582309,10/14/2018,SEA,SJC,940,1154,516,-18,1
SC000582330,10/14/2018,SNA,PDX,1846,2104,565,-17,1
SC000582351,10/14/2018,PDX,AUS,1017,1603,606,-12,1
SC000582372,10/14/2018,PDX,ORD,1805,9,634,10,3
SC000582393,10/14/2018,PHX,PDX,1248,1530,659,3,3
SC000582414,10/14/2018,GEG,SEA,556,713,699,3,3
SC000582435,10/14/2018,SEA,MCI,1829,5,738,-4,1
SC000582456,10/14/2018,STL,SEA,1908,2116,779,-37,1
SC000582477,10/14/2018,LAX,OGG,809,1102,813,3,3
SC000582498,10/14/2018,SEA,LIH,1744,2119,839,21,3
SC000582519,10/14/2018,HNL,SAN,1245,2108,892,-13,1
SC000582540,10/14/2018,GEG,SEA,1435,1539,989,34,3
SC000582561,10/14/2018,SEA,SFO,1126,1322,1076,-10,1
SC000582582,10/14/2018,SAN,PDX,1544,1816,1125,1,3
SC000582603,10/14/2018,LAX,EWR,2153,617,1168,-6,1
SC000582624,10/14/2018,SEA,SAN,1157,1457,1224,11,3
SC000582645,10/14/2018,SFO,PDX,920,1124,1325,1,3
SC000582666,10/14/2018,LAX,JFK,1605,5,1416,-1,1
SC000582687,10/14/2018,DAL,SFO,1350,1536,1715,-14,1
SC000582708,10/14/2018,LAS,SFO,1107,1234,1903,1,3
SC000582729,10/14/2018,SFO,LAX,1857,2041,1938,1,3
SC000582750,10/15/2018,JFK,SEA,725,1026,7,-4,1
SC000582771,10/15/2018,ORD,SEA,1455,1719,29,36,3
SC000582792,10/15/2018,BRW,ANC,1849,2040,50,-16,1
SC000582813,10/15/2018,SIT,KTN,1131,1219,62,1,3
SC000582834,10/15/2018,SEA,KTN,1859,2010,69,-5,1
SC000582855,10/15/2018,SEA,ANC,1609,1835,107,-34,1
SC000582876,10/15/2018,ANC,ORD,2310,829,138,4,3
SC000582897,10/15/2018,MKE,SEA,1910,2120,175,-19,1
SC000582918,10/15/2018,PDX,SEA,2054,2151,254,3,3
SC000582939,10/15/2018,PDX,SNA,631,852,336,-13,1
SC000582960,10/15/2018,SFO,PDX,700,843,389,-7,1
SC000582981,10/15/2018,SEA,LAX,1515,1758,424,7,3
SC000583002,10/15/2018,SEA,ONT,1349,1640,462,19,3
SC000583023,10/15/2018,SEA,SJC,945,1205,516,-7,1
SC000583044,10/15/2018,LAX,PDX,1502,1732,557,-6,1
SC000583065,10/15/2018,LAS,SEA,1436,1714,605,-5,1
SC000583086,10/15/2018,PHX,SEA,1602,1859,633,-9,1
SC000583107,10/15/2018,SEA,DFW,559,1216,658,16,3
SC000583128,10/15/2018,GEG,SEA,1956,2109,697,12,3
SC000583149,10/15/2018,ANC,SEA,508,932,730,-7,1
SC000583170,10/15/2018,DCA,PDX,1719,2000,771,-20,1
SC000583191,10/15/2018,OGG,SAN,1157,2002,806,-11,1
SC000583212,10/15/2018,PDX,HNL,723,1003,833,-22,1
SC000583233,10/15/2018,OGG,SEA,2202,655,878,2,3
SC000583254,10/15/2018,SFO,SAN,1803,1925,986,-25,1
SC000583275,10/15/2018,IAD,SFO,919,1208,1071,-18,1
SC000583296,10/15/2018,SAN,PDX,1545,1820,1125,5,3
SC000583317,10/15/2018,LAX,EWR,1551,349,1166,,4
SC000583338,10/15/2018,AUS,SFO,607,725,1219,-22,1
SC000583359,10/15/2018,SFO,PDX,802,939,1323,-19,1
SC000583380,10/15/2018,JFK,LAX,1253,1634,1411,23,3
SC000583401,10/15/2018,LAS,SEA,1135,1408,1629,21,3
SC000583422,10/15/2018,SFO,LAS,1131,1308,1896,3,3
SC000583443,10/15/2018,SFO,LAX,1721,1848,1936,8,3
SC000583464,10/16/2018,SEA,DCA,804,1621,4,6,3
SC000583485,10/16/2018,ORD,SEA,556,848,27,13,3
SC000583506,10/16/2018,SCC,BRW,1720,1807,50,-4,1
SC000583527,10/16/2018,KTN,SEA,1253,1540,62,-16,1
SC000583548,10/16/2018,KTN,JNU,2053,2146,69,-10,1
SC000583569,10/16/2018,SEA,ANC,1611,1830,107,-39,1
SC000583590,10/16/2018,ANC,PDX,1414,1858,140,13,3
SC000583611,10/16/2018,ANC,FAI,1330,1427,179,-15,1
SC000583632,10/16/2018,SFO,SEA,1315,1527,307,-15,1
SC000583653,10/16/2018,SMF,SEA,1429,1623,351,-7,1
SC000583674,10/16/2018,PDX,SFO,1536,1718,400,-17,1
SC000583695,10/16/2018,LAX,PDX,1756,2019,437,-4,1
SC000583716,10/16/2018,SAN,SEA,935,1220,481,-20,1
SC000583737,10/16/2018,LAX,SEA,802,1054,531,-6,1
SC000583758,10/16/2018,PDX,LAX,454,719,576,-11,1
SC000583779,10/16/2018,SEA,LAS,1929,2155,616,-19,1
SC000583800,10/16/2018,PDX,PHX,909,1144,644,-2,1
SC000583821,10/16/2018,SEA,DEN,2119,100,678,0,2
SC000583842,10/16/2018,PDX,SLC,1530,1823,714,5,3
SC000583863,10/16/2018,PDX,SEA,1155,1256,751,22,3
SC000583884,10/16/2018,DTW,SEA,1548,1748,793,5,3
SC000583905,10/16/2018,ANC,HNL,1559,2005,828,-14,1
SC000583926,10/16/2018,HNL,LAX,1520,7,866,5,3
SC000583947,10/16/2018,SFO,PDX,801,950,947,-8,1
SC000583968,10/16/2018,SJC,JFK,720,1542,1064,-8,1
SC000583989,10/16/2018,RDU,SFO,1916,2200,1107,-20,1
SC000584010,10/16/2018,LAX,EWR,647,1443,1156,5,3
SC000584031,10/16/2018,SFO,AUS,1106,1639,1218,2,3
SC000584052,10/31/2018,BLI,SEA,1557,1637,2481,-1,1
SC000584073,10/31/2018,SMF,PDX,848,1027,2526,6,3
SC000584094,10/31/2018,PDX,MCI,1242,1802,2706,-12,1
SC000584115,10/31/2018,SBP,SEA,1106,1346,2834,-4,1
SC000584136,10/2/2018,DUT,ANC,1300,1510,3299,0,2
SC000584157,10/7/2018,ANC,DUT,1329,1606,3286,16,3
SC000584178,10/11/2018,DUT,ANC,1900,2103,3297,-17,1
SC000584199,10/16/2018,ANC,DUT,1459,1723,3296,-7,1
SC000584220,10/20/2018,DUT,ANC,1234,1444,3299,-26,1
SC000584241,10/25/2018,ANC,DUT,1502,1712,3296,-18,1
SC000584262,10/30/2018,DUT,ANC,1456,1711,3295,-14,1
SC000584283,10/1/2018,JFK,LAX,551,832,23,-26,1
SC000584304,10/1/2018,ABQ,JFK,2343,545,66,-10,1
SC000584325,10/1/2018,ORD,BOS,1949,2301,112,4,3
SC000584346,10/24/2018,DCA,BOS,1838,2000,854,-22,1
SC000584367,10/24/2018,SFO,JFK,2101,514,916,-19,1
SC000584388,10/24/2018,LAS,BOS,1430,2222,978,11,3
SC000584409,10/24/2018,SJU,STT,1515,1539,1036,-19,1
SC000584430,10/24/2018,BOS,MSY,1409,1650,1101,18,3
SC000584451,10/24/2018,MCO,ATL,948,1114,1150,-16,1
SC000584472,10/24/2018,JFK,FLL,1836,2127,1201,-29,1
SC000584493,10/24/2018,HPN,RSW,821,1112,1251,-23,1
SC000584514,10/24/2018,IAD,JFK,1117,1232,1308,-8,1
SC000584535,10/24/2018,JFK,SFO,2000,2331,1415,-21,1
SC000584556,10/24/2018,FLL,DCA,929,1154,1480,-10,1
SC000584577,10/24/2018,BOS,RDU,2101,2243,1583,-10,1
SC000584598,10/24/2018,JAX,JFK,530,738,1678,-16,1
SC000584619,10/24/2018,FLL,JFK,2054,2345,1802,35,3
SC000584640,10/24/2018,BOS,TPA,911,1217,1891,-9,1
SC000584661,10/24/2018,BOS,JAX,2119,2348,2009,-25,1
SC000584682,10/24/2018,JFK,PBI,1150,1422,2153,4,3
SC000584703,10/24/2018,MCO,DCA,620,833,2324,-1,1
SC000584724,10/24/2018,EWR,BOS,1801,1922,2580,21,3
SC000584745,10/24/2018,LAS,JFK,1552,2330,2945,-20,1
SC000584766,10/25/2018,TPA,JFK,925,1150,26,-15,1
